DASS	DATE	TMAX	TMIN	TMEAN	PREC	WIND	RHUM
19620410	1962.273101	9.8	-0.4	4.2	0	2	64
19620411	1962.275838	12.5	-1.6	5.5	0	1.3	54
19620412	1962.278576	17.1	-0.7	8.4	1.2	2	59
19620413	1962.281314	8.6	0.1	2.4	8.6	5	92
19620414	1962.284052	7.2	0.4	4.1	0	3	72
19620415	1962.28679	8.9	2.7	6.4	0.2	7.3	82
19620416	1962.289528	11.9	4.7	6.7	2.9	3	81
19620417	1962.292266	16.6	2.3	10.4	0	5.3	71
19620418	1962.295003	22	8.2	15.5	0	3.7	58
19620419	1962.297741	23.2	10	17.1	0	1.3	51
19620420	1962.300479	24.8	11.2	18.7	0	2.3	56
19620421	1962.303217	25	10.3	18.4	0	1	50
19620422	1962.305955	26	11.8	19.1	0	2.3	33
19620423	1962.308693	26.9	10.4	19.8	0	3	34
19620424	1962.311431	27.8	11	21.2	0	3	37
19620425	1962.314168	27.3	12.3	21.3	0	1.7	36
19620426	1962.316906	24	11.5	15.7	37	2.3	64
19620427	1962.319644	13	6	7.9	0	6.3	78
19620428	1962.322382	9	2.6	4.6	5.5	11	81
19620429	1962.32512	9.5	0.7	4.7	2.7	7.3	79
19620430	1962.327858	5.4	-0.1	2.1	0.4	6	78
19620501	1962.330595	7.1	-1.4	3.2	2	4.7	69
19620502	1962.333333	8.9	0.7	4.2	3	7.3	78
19620503	1962.336071	12	2.1	6.9	0	4.7	67
19620504	1962.338809	9.6	1.7	5.8	0	3.3	72
19620505	1962.341547	11.4	4	7.8	0.3	2.3	70
19620506	1962.344285	18.8	2.9	12.5	2.1	3.3	72
19620507	1962.347023	20.1	11.3	15.4	0.5	7.7	80
19620508	1962.34976	22.3	12.1	16.1	0.8	3.3	80
19620509	1962.352498	19.3	11.8	14.7	14.1	1.3	81
19620510	1962.355236	17.8	9.2	12	0.1	7.3	70
19620511	1962.357974	16.4	5.3	10.2	5.1	3.3	69
19620512	1962.360712	14.5	5	9.1	10.8	2	85
19620513	1962.36345	13	5.5	10.9	5.7	2.3	77
19620514	1962.366188	10.8	6.4	7.5	3.1	9	88
19620515	1962.368925	11.4	5.2	7.3	0.4	8.3	73
19620516	1962.371663	12	4.5	7.8	0.3	5.7	72
19620517	1962.374401	15.6	6.6	10.4	1.9	5.3	82
19620518	1962.377139	17.4	7.8	11.5	0	5.7	67
19620519	1962.379877	25	6.5	13.9	15.2	6.7	66
19620520	1962.382615	15	7.2	10.8	0	4	71
19620521	1962.385352	17.7	4.3	11.8	0.5	1.3	54
19620522	1962.38809	18	8	13	0	6	69
19620523	1962.390828	19.3	7	13.5	0.3	4	68
19620524	1962.393566	12.4	8.4	9.2	0	2.7	80
19620525	1962.396304	12.1	4	9.5	2	1.7	74
19620526	1962.399042	9.4	7.1	7.8	6.9	4.7	90
19620527	1962.40178	14.5	6	10.7	0	1.7	70
19620528	1962.404517	17.8	5.8	12.7	0	3.7	69
19620529	1962.407255	18.9	8.4	12.7	0	3.3	65
19620530	1962.409993	18.4	7.4	13.2	0	4	58
19620531	1962.412731	22.5	7.2	14.4	0	4.3	50
19620601	1962.415469	11.7	5.4	6.7	4.8	2.7	67
19620602	1962.418207	12	5.3	7.5	0	4	63
19620603	1962.420945	12	2.6	7.4	1.6	6.3	71
19620604	1962.423682	12.1	1.5	7	0.1	5.3	72
19620605	1962.42642	14.6	4.3	9.7	0	8	60
19620606	1962.429158	14.9	0.9	8.4	0	8.3	53
19620607	1962.431896	14.3	2.6	10	0	7	48
19620608	1962.434634	20	4.9	15.7	0	2.7	40
19620609	1962.437372	22	6.8	16.7	0	2.3	53
19620610	1962.44011	21.9	12.5	15.7	6.3	5.3	62
19620611	1962.442847	16.6	9.9	13.1	1.1	5.3	70
19620612	1962.445585	13.9	8.1	11.1	0	3.7	64
19620613	1962.448323	20.6	5.8	15.3	0	1.3	50
19620614	1962.451061	25.6	11	19.3	0	1.3	66
19620615	1962.453799	29.6	13.6	23	0	2.7	58
19620616	1962.456537	26.9	16	20.1	0	2.3	74
19620617	1962.459274	25.1	13.2	20.1	0.2	2.3	65
19620618	1962.462012	25.6	14.6	19.5	5.5	1	72
19620619	1962.46475	27.6	15.6	19.2	6.3	3.7	79
19620620	1962.467488	21.5	13.5	17	0	1.7	65
19620621	1962.470226	24.3	13.2	19.1	0	3.7	65
19620622	1962.472964	27.5	12.6	22.1	0	1	56
19620623	1962.475702	30.9	15.4	23.5	0	1.7	58
19620624	1962.478439	30	15.4	23.1	0	5	54
19620625	1962.481177	21.6	12.7	15.4	0	5.3	54
19620626	1962.483915	23	8.6	16.8	0	2	50
19620627	1962.486653	16.5	8	12	0.8	7.3	59
19620628	1962.489391	12.6	7.1	9.2	1.9	9	75
19620629	1962.492129	14.2	5.5	11	0	6.3	61
19620630	1962.494867	14.2	7.9	11.1	0	5.3	62
19620701	1962.497604	14.5	8.4	11.2	1.4	2	65
19620702	1962.500342	16.4	8.2	11.6	0.9	6.3	81
19620703	1962.50308	11.9	8.8	9.4	1.6	4	88
19620704	1962.505818	13.2	5.3	9.9	0	9	71
19620705	1962.508556	15.7	6.7	10.7	0.1	2.7	76
19620706	1962.511294	18.5	6.9	12.5	0.5	4	70
19620707	1962.514031	15.1	7.8	10.7	0	4	79
19620708	1962.516769	19.9	8.3	14.2	0	2.7	65
19620709	1962.519507	22.6	8	16.6	0	1.7	55
19620710	1962.522245	26.7	9.7	19.8	0	1.7	55
19620711	1962.524983	26	14.2	17.9	2.1	2.3	73
19620712	1962.527721	24.4	11.9	17.5	0.1	6.7	63
19620713	1962.530459	19.3	11.6	14.2	2.4	8.7	73
19620714	1962.533196	19	11.4	15.4	1.1	3	77
19620715	1962.535934	18.6	11.6	14.7	30.3	2.7	90
19620716	1962.538672	20.6	11.8	15.1	2.6	3	85
19620717	1962.54141	18.4	13.1	15.1	2.9	3.3	86
19620718	1962.544148	18.5	12.6	14.2	4.9	2.7	86
19620719	1962.546886	23.7	10	17.2	0	2	68
19620720	1962.549624	24.7	12.8	20	0	1.7	65
19620721	1962.552361	30	14.6	23.1	0.8	2	58
19620722	1962.555099	25.9	15.4	18.3	1.5	3.3	81
19620723	1962.557837	23.2	12	17.1	0	4	62
19620724	1962.560575	23.2	10.5	17.6	0	1.3	57
19620725	1962.563313	27.7	11.6	21.7	0	2.7	57
19620726	1962.566051	33.1	15.7	23.1	1.6	3.3	66
19620727	1962.568789	26.8	16.6	19.8	0.7	8.3	70
19620728	1962.571526	17.7	12	13.6	0	3.3	77
19620729	1962.574264	21.8	8.5	16.5	0	1.3	55
19620730	1962.577002	22	9.5	16.3	6.3	2.7	62
19620731	1962.57974	23.6	11.9	17.7	0.1	1.7	67
19620801	1962.582478	25.5	13	19.4	0	3.3	57
19620802	1962.585216	27.8	12.6	21.8	0	2.7	56
19620803	1962.587953	27.7	15.4	20.1	2	2.7	74
19620804	1962.590691	28	15.6	21.3	0	4	65
19620805	1962.593429	23.7	14.4	19.7	13.7	2.3	73
19620806	1962.596167	26	14.6	21.5	0.6	2	68
19620807	1962.598905	21.6	13	15	4.4	4	88
19620808	1962.601643	21.4	10.5	15	0	4.7	67
19620809	1962.604381	22.4	9.5	16.4	0	1.7	58
19620810	1962.607118	24.3	9.9	17.4	0	3	60
19620811	1962.609856	25.3	12.9	19.8	0	3	62
19620812	1962.612594	29.5	13.5	23.3	0	1.7	53
19620813	1962.615332	32	15.6	24.1	0	1.3	54
19620814	1962.61807	28	16.8	19.9	0	2.7	75
19620815	1962.620808	25.4	14.5	18	2.6	5.3	84
19620816	1962.623546	25.9	14	19	0	4	66
19620817	1962.626283	19.8	14.3	16.8	2.2	2.7	86
19620818	1962.629021	20	13.9	15.4	0	7.3	62
19620819	1962.631759	19.4	9.5	14.6	0	6.3	64
19620820	1962.634497	20.8	9.2	14.9	0	2.3	68
19620821	1962.637235	25.4	9	16.7	0.5	3.3	69
19620822	1962.639973	21.8	9.9	15.5	0	4.7	63
19620823	1962.64271	22.3	11.6	16.6	0	3.7	56
19620824	1962.645448	27.7	14.1	19.4	3.9	7.3	65
19620825	1962.648186	20	11.9	14.4	0	5.7	66
19620826	1962.650924	23	7.6	14.8	0	3.3	61
19620827	1962.653662	26.8	9.7	18.3	0	7.3	57
19620828	1962.6564	23.2	9.9	15.3	0	3	53
19620829	1962.659138	22.7	10.2	15.8	0	5.7	67
19620830	1962.661875	18.2	9.7	13.6	0	3	60
19620831	1962.664613	19.7	7	12.3	0	5.7	66
19620901	1962.667351	18.6	6.7	12.7	0	2.7	64
19620902	1962.670089	23.8	6.3	16.2	0	1.7	51
19620903	1962.672827	27.1	7.5	18.9	0	1.3	49
19620904	1962.675565	29.5	11.9	21	2.9	2.3	57
19620905	1962.678303	22.3	15.1	16.6	2.2	5.7	63
19620906	1962.68104	19.2	12.3	17.4	0.2	7.3	82
19620907	1962.683778	20.2	14.3	16.1	0.1	8	70
19620908	1962.686516	19.6	9.5	12.6	0.1	5.7	69
19620909	1962.689254	18.5	6.5	12.4	0	3.3	63
19620910	1962.691992	26.4	6.9	16.6	0.4	3	52
19620911	1962.69473	23.3	14.2	18.1	0	5.7	67
19620912	1962.697467	30	15	21.9	0	9.3	56
19620913	1962.700205	20.8	7.9	10.5	2.6	5.3	78
19620914	1962.702943	15.7	5.4	10.5	0	2	68
19620915	1962.705681	24	2.8	13.7	0	2	63
19620916	1962.708419	23.5	11.2	15.9	13.9	2.3	76
19620917	1962.711157	14.3	9.4	10.6	0.3	2.3	87
19620918	1962.713895	10	6.4	7.5	12.9	2	90
19620919	1962.716632	13.3	5.2	7.5	0	3	77
19620920	1962.71937	14.5	2.7	7.9	0.5	2	78
19620921	1962.722108	13.4	4.3	8.7	1.3	4.7	70
19620922	1962.724846	13.2	7.2	10.1	0	5.7	77
19620923	1962.727584	9.7	6.7	8.1	4.8	4	89
19620924	1962.730322	14.2	3	9	0	2.7	72
19620925	1962.73306	15.3	4.2	9.4	0	3.7	72
19620926	1962.735797	19	5.8	13.1	0	5.7	59
19620927	1962.738535	18.5	6.1	12	0	2.7	68
19620928	1962.741273	15.4	4.5	10.6	0	1	80
19620929	1962.744011	18.6	4.8	11.5	0	1.7	78
19620930	1962.746749	20.6	8.2	13.6	0	2.7	74
19621001	1962.749487	22.4	8.3	15.6	0	1.7	72
19621002	1962.752225	22.6	7.4	15.3	0	3	72
19621003	1962.754962	22.5	7.8	14.9	0	1.7	79
19621004	1962.7577	21.5	8.5	14.9	0.1	1.3	81
19621005	1962.760438	18.5	10	11.9	0	3.3	83
19621006	1962.763176	14.5	9.1	11.8	0	3.3	81
19621007	1962.765914	17	8.8	10.9	0	3.3	83
19621008	1962.768652	19.5	4.7	12.5	0	2	74
19621009	1962.771389	21.1	4.2	12.6	0	2	60
19621010	1962.774127	19.3	2.7	12	0	1.7	65
19621011	1962.776865	18.2	3.9	10.2	0	1	72
19621012	1962.779603	11.5	3.2	6.5	0.1	2.7	90
19621013	1962.782341	9.2	4.3	6.8	0	1.7	93
19621014	1962.785079	8.7	5.6	6.8	0.2	3.3	83
19621015	1962.787817	11.3	5.6	7.6	0	1.7	78
19621016	1962.790554	11.8	-0.4	6.7	0	1.3	69
19621017	1962.793292	12.5	3.4	6.8	0	1.7	82
19621018	1962.79603	16.4	4.1	9.8	0	4	75
19621019	1962.798768	13	5.8	8.7	0	6.7	70
19621020	1962.801506	9.7	3.7	6.3	0	4	78
19621021	1962.804244	9.5	0	3.3	0	1	85
19621022	1962.806982	8.3	-3.4	2.3	0	1.3	86
19621023	1962.809719	10.1	-3.1	3.2	0	1.3	81
19621024	1962.812457	12	0.2	4.4	0	2	81
19621025	1962.815195	7.2	-1.4	2.7	0	1.3	89
19621026	1962.817933	15	-2.4	6.4	0	2	72
19621027	1962.820671	5.3	0.7	2.9	3.4	4	89
19621028	1962.823409	6.9	1.9	4.1	1.5	2.7	86
19621029	1962.826146	7	1.2	3.2	0	3	83
19621030	1962.828884	7.6	-3	2.5	0	2.7	81
19621031	1962.831622	6.1	-1.3	3.3	15.8	1	84
19621101	1962.83436	4.5	2.4	3.7	3.7	4.7	95
19621102	1962.837098	6.2	3.5	4.3	0	1.7	87
19621103	1962.839836	8	2.2	3.9	0	1.7	85
19621104	1962.842574	6.4	0.1	4.8	0	1.3	91
19621105	1962.845311	13.6	4.2	9.2	0	9	79
19621106	1962.848049	12.4	8.2	9.8	0	6.3	78
19621107	1962.850787	11.4	6	9.4	0	1.7	85
19621108	1962.853525	14.6	7.8	10.4	0	3.3	83
19621109	1962.856263	11.4	8	9.2	0	4	86
19621110	1962.859001	9.2	2.8	4.5	4	3.3	92
19621111	1962.861739	2.8	0.8	1.2	0.2	2.7	82
19621112	1962.864476	3.5	0.4	2.5	0.8	1.7	93
19621113	1962.867214	5	2.7	4	0.1	1	93
19621114	1962.869952	6.3	3	4.5	0	1.7	89
19621115	1962.87269	4.4	1	2.2	0	4	80
19621116	1962.875428	4.2	-2.4	0.1	0	5.3	80
19621117	1962.878166	2.3	-3.4	-1	0	2.3	79
19621118	1962.880903	3.4	-2.8	0.9	0.3	2.3	82
19621119	1962.883641	3.5	-0.2	1.4	2.2	2.3	84
19621120	1962.886379	4	-1.3	0.1	0	3	86
19621121	1962.889117	1.6	-5.3	-1.5	0	2	85
19621122	1962.891855	1.7	-1.3	-0.6	0	4	84
19621123	1962.894593	1.3	-5.2	-3.5	0	4	74
19621124	1962.897331	-0.7	-6.9	-2.3	0	2.3	80
19621125	1962.900068	2	-7.9	-2	0.3	2.7	74
19621126	1962.902806	1.8	-0.9	1	0.4	2.3	92
19621127	1962.905544	1.7	-0.2	0.6	0.6	2	93
19621128	1962.908282	0.4	-1.4	-0.7	0	2.7	89
19621129	1962.91102	3.2	-1.4	0.9	0	4.7	85
19621130	1962.913758	1.6	0	0.9	0.3	7.3	86
19621201	1962.916496	0.9	-5.8	-2.5	0	5.7	84
19621202	1962.919233	-0.5	-7.4	-5.3	0	1.7	72
19621203	1962.921971	-2	-9.7	-7	0	0.7	79
19621204	1962.924709	-1.5	-11	-6.2	0	1.3	79
19621205	1962.927447	2.7	-9.1	-3.6	0	1	84
19621206	1962.930185	-2.1	-4.7	-4.3	0	0.7	92
19621207	1962.932923	-3.4	-7.9	-6.1	0	1	89
19621208	1962.935661	-3	-8.9	-6.3	0	0.7	91
19621209	1962.938398	4.3	-9	-1	1.7	5	87
19621210	1962.941136	4.5	-0.2	2.4	0.2	8	81
19621211	1962.943874	3.4	1.7	2.2	0	9	79
19621212	1962.946612	6.3	1.2	2.4	1	4	73
19621213	1962.94935	1.2	-1.2	-0.4	0.7	1.3	87
19621214	1962.952088	2.2	-1.9	-0.5	0.5	4.7	85
19621215	1962.954825	2.6	-3.4	0.6	5.3	9.7	89
19621216	1962.957563	5.1	0.1	2.3	1.4	9	86
19621217	1962.960301	3.6	-0.4	1.2	0	6.3	79
19621218	1962.963039	1.3	-1.7	-0.5	0.1	3.3	86
19621219	1962.965777	-0.6	-3.4	-2.4	1.1	1.7	93
19621220	1962.968515	-3	-7.5	-5.8	0	2	81
19621221	1962.971253	-5.6	-11	-8.9	0	1.3	80
19621222	1962.97399	-8.4	-16.7	-13.4	0	4	75
19621223	1962.976728	-11.5	-17.1	-15	0	5.7	74
19621224	1962.979466	-9.7	-16.6	-10.8	0	5.3	69
19621225	1962.982204	-8.4	-13.4	-10.2	0.3	2	74
19621226	1962.984942	-8.8	-11.8	-10.7	0.2	1.3	79
19621227	1962.98768	-9.7	-15	-13.4	0	3.3	71
19621228	1962.990418	-9.8	-16.5	-12.6	0	1.3	74
19621229	1962.993155	-9	-16.5	-10.7	0	0.7	76
19621230	1962.995893	-4	-9.8	-5.4	2.9	2.7	88
19621231	1962.998631	-4	-7	-6.5	0	2	87
19630101	1963.001369	-6.5	-10.4	-9.3	0	2.7	81
19630102	1963.004107	-7.2	-10.2	-8.3	0	1	90
19630103	1963.006845	-1.6	-7.2	-2.4	3	2	94
19630104	1963.009582	1.3	-5.3	-2.3	2.6	3	94
19630105	1963.01232	1.4	-5.5	0.2	0.4	2.7	85
19630106	1963.015058	2.8	-1.6	0.5	0	3	85
19630107	1963.017796	0	-3	-2.2	0	4	92
19630108	1963.020534	-2.6	-6.9	-6.2	0	4	82
19630109	1963.023272	-6.2	-8.6	-7.7	0.1	2	82
19630110	1963.02601	-6.3	-10.4	-8.9	0	2	82
19630111	1963.028747	-10.4	-18	-15.5	0	2.7	76
19630112	1963.031485	-12.4	-19.4	-16.9	0	2	82
19630113	1963.034223	-10.2	-21.3	-14.5	0	4	75
19630114	1963.036961	-7.8	-16.6	-11	2	13	75
19630115	1963.039699	-9.8	-15	-13.2	0.3	9	75
19630116	1963.042437	-7.6	-16.7	-12.7	0	5.7	78
19630117	1963.045175	-6.3	-16.9	-12.8	0.2	1.7	74
19630118	1963.047912	-9.6	-14.6	-11.5	0.1	3.7	81
19630119	1963.05065	-5.5	-13.9	-9.6	0	5.3	61
19630120	1963.053388	-4.6	-12.4	-10.3	0	2.7	64
19630121	1963.056126	-7.5	-17	-11.5	0	4	78
19630122	1963.058864	-6.4	-15.3	-10.2	0	4	80
19630123	1963.061602	-4	-11.8	-6.5	0	4	80
19630124	1963.064339	-3.5	-7.7	-5.3	0.5	6	83
19630125	1963.067077	-1.3	-5.6	-3	0.7	6.3	86
19630126	1963.069815	-0.6	-4.5	-3.3	3.9	8	87
19630127	1963.072553	-3	-6.7	-4.7	0.3	5.7	89
19630128	1963.075291	-3.2	-10.3	-6.2	0.4	3	87
19630129	1963.078029	-6	-11.8	-10	0.1	1.7	82
19630130	1963.080767	-10.2	-18.6	-15.7	0	2	81
19630131	1963.083504	-11.3	-18.7	-13	0.1	5.3	78
19630201	1963.086242	-8.3	-15.4	-13.6	0.3	2.3	76
19630202	1963.08898	-6.7	-16.9	-11.5	0.1	1.7	71
19630203	1963.091718	-11.5	-18.6	-14.2	0.3	3.3	82
19630204	1963.094456	-7.3	-15	-12.4	0	5.3	70
19630205	1963.097194	-8.6	-19.5	-11.5	1.1	1.3	71
19630206	1963.099932	-4.4	-11.9	-9.4	0	1.3	82
19630207	1963.102669	-8.7	-14.2	-11	0	1	85
19630208	1963.105407	-3.9	-12.6	-5.2	0	1	87
19630209	1963.108145	-2.3	-6.3	-3.7	0	1.3	84
19630210	1963.110883	1	-5.7	-1.2	0	4	87
19630211	1963.113621	0.5	-1.3	-0.3	0	4.7	79
19630212	1963.116359	1	-0.9	-0.5	3.9	1.7	88
19630213	1963.119097	0.5	-2.6	-1.6	5.5	3	91
19630214	1963.121834	1.6	-5	-2.9	0	3	82
19630215	1963.124572	0.5	-6.3	-3.4	0	2.3	80
19630216	1963.12731	0.6	-7.6	-4.9	0	1.7	82
19630217	1963.130048	-0.7	-10.3	-3.8	0	1.7	83
19630218	1963.132786	3.6	-6.6	-0.1	7.9	1.7	88
19630219	1963.135524	2	-5.9	-2.5	0.7	2	74
19630220	1963.138261	-2.8	-6	-4.7	0.2	4	92
19630221	1963.140999	-3.6	-7	-6.1	0.2	4	84
19630222	1963.143737	-4.2	-8.5	-7.6	0	3.3	79
19630223	1963.146475	-5.4	-16.6	-10.6	0	1.7	74
19630224	1963.149213	-5	-18.6	-12.3	0	1.7	74
19630225	1963.151951	-1.8	-16.1	-9.2	0.6	1.7	70
19630226	1963.154689	-0.8	-10.1	-5.4	0.1	3.3	88
19630227	1963.157426	-2.4	-16.4	-9.6	0	1	58
19630228	1963.160164	-3.4	-15	-9.6	0	1.3	56
19630301	1963.162902	-0.1	-16.4	-8.5	0	1.3	57
19630302	1963.16564	1.9	-14.7	-6.7	0	1.7	58
19630303	1963.168378	5.7	-9.5	-1.8	0	4.7	60
19630304	1963.171116	3.1	-5.6	-1.2	0	4	61
19630305	1963.173854	8.8	-7	0.3	0	3.3	58
19630306	1963.176591	8.9	-2.5	2.6	0	4	69
19630307	1963.179329	9.6	-0.6	4.8	0	6.3	55
19630308	1963.182067	13.4	2.3	6.4	0	3.3	76
19630309	1963.184805	9.4	3	5.1	0	7.7	75
19630310	1963.187543	8.4	1.1	4.2	0.1	2.7	72
19630311	1963.190281	11.7	1.2	6.4	0	4.7	70
19630312	1963.193018	10.5	2.5	4.9	0	5.3	77
19630313	1963.195756	5.8	1	2.3	0	12	79
19630314	1963.198494	8.2	-1.6	0.7	0	4	78
19630315	1963.201232	2.3	-4.9	-0.8	0	3.3	75
19630316	1963.20397	4.7	-2.2	0.4	0	3.3	83
19630317	1963.206708	1.2	-1.2	-0.1	7.4	2	91
19630318	1963.209446	2.9	-0.4	1.6	0.1	1.7	95
19630319	1963.212183	5.8	0.9	3.3	0.2	1.3	91
19630320	1963.214921	4	1.8	2.9	0.1	2.3	95
19630321	1963.217659	3.3	-1.1	0.7	7	2.7	95
19630322	1963.220397	-0.4	-3.1	-2.8	2.7	6	91
19630323	1963.223135	0	-7.6	-4.3	0	6	73
19630324	1963.225873	5.5	-6.6	-0.9	0	4	70
19630325	1963.228611	12.1	-2.6	4.9	0	9	53
19630326	1963.231348	10.1	2.9	4.5	5.5	5.3	70
19630327	1963.234086	5.5	0.9	2.2	0	3.7	90
19630328	1963.236824	7.7	-0.2	3.8	0	1	80
19630329	1963.239562	11.7	0	6	0	1.3	70
19630330	1963.2423	8.8	-1	5.6	0.7	4	78
19630331	1963.245038	8.5	2.7	4.3	0.4	5.7	82
19630401	1963.247775	2.9	0.6	1	1.3	2.7	92
19630402	1963.250513	1.6	-0.9	-0.3	0	4	77
19630403	1963.253251	7.3	-1.8	2.4	0	1.7	66
19630404	1963.255989	10.1	-1.4	4.4	0	2.7	60
19630405	1963.258727	11	-1.5	6	0	4.7	64
19630406	1963.261465	13.2	2.2	8.3	0	6.3	58
19630407	1963.264203	15.3	2.6	9.3	0	7	53
19630408	1963.26694	14.2	-1	7	0	2.7	46
19630409	1963.269678	17	-3.5	9.5	0	1.7	47
19630410	1963.272416	17.7	5.5	12.4	0	6.3	60
19630411	1963.275154	16.6	6.9	10.3	0	4	76
19630412	1963.277892	17.6	7	10.8	6.2	5.7	71
19630413	1963.28063	10.5	3.4	4.8	5.1	4.3	90
19630414	1963.283368	11.2	3.3	6.3	0	1.7	74
19630415	1963.286105	15.4	0.4	9.1	0	3.3	59
19630416	1963.288843	18.3	8.4	12.6	0	3.3	53
19630417	1963.291581	20.4	9.5	13.4	0.5	1.7	61
19630418	1963.294319	16.7	6.6	12.5	0	2.3	76
19630419	1963.297057	18.8	8	12.9	14	4	79
19630420	1963.299795	18.4	8.6	13	0	1.3	78
19630421	1963.302533	20.6	6.7	13.3	7.8	2.3	75
19630422	1963.30527	17.6	9.5	11.6	0.4	2.7	77
19630423	1963.308008	17.3	3.9	11.8	0	2	60
19630424	1963.310746	16.3	7	10.9	0	4.7	70
19630425	1963.313484	14.7	3.6	8.2	0	5.3	74
19630426	1963.316222	8.6	3.2	5.1	0	4	79
19630427	1963.31896	13.3	-1.9	7.3	0	2.7	57
19630428	1963.321697	15.6	1.9	11.2	0.6	2	48
19630429	1963.324435	16.2	8	11.8	0.2	1.7	71
19630430	1963.327173	13.2	8.1	9	6.1	3.3	89
19630501	1963.329911	17.6	5.8	11.5	0	3.3	63
19630502	1963.332649	16.6	8.2	10.3	9.6	4.7	80
19630503	1963.335387	8.8	3.8	4.8	8.7	6.3	92
19630504	1963.338125	5.5	3.3	4	9.5	4.7	91
19630505	1963.340862	8.9	3.4	7	0.1	1.7	81
19630506	1963.3436	17	6.5	10.9	0	3.3	61
19630507	1963.346338	19	6.6	13.3	0	2	61
19630508	1963.349076	19.3	5.5	13.7	0	2	63
19630509	1963.351814	20.4	7.2	13.1	0.5	2.3	68
19630510	1963.354552	19.4	8.5	14	0	3.3	74
19630511	1963.35729	19.5	11	14	6.7	3.3	75
19630512	1963.360027	13.2	8	9.2	1.6	3.7	90
19630513	1963.362765	21	5.7	15.2	0	3	73
19630514	1963.365503	16.1	9.4	11.5	0.1	4.3	80
19630515	1963.368241	17.8	8	11.8	2.8	3.3	80
19630516	1963.370979	21.7	7.8	13.8	0.1	4.7	77
19630517	1963.373717	18.5	8.5	13.6	0.2	4	71
19630518	1963.376454	15	9.7	11	9.2	1.7	87
19630519	1963.379192	17.7	5.7	9.2	1.9	4.7	88
19630520	1963.38193	13.1	2.9	9.4	0	1.7	63
19630521	1963.384668	17.2	2.5	12	0	1.3	45
19630522	1963.387406	20.7	5	15.9	0	2.3	58
19630523	1963.390144	23.9	10	18.2	0	3.3	61
19630524	1963.392882	24.5	12.4	18.7	8.9	2.7	63
19630525	1963.395619	17.3	12.9	13.7	0.1	2.7	92
19630526	1963.398357	17.5	12.3	14	1.2	3.3	89
19630527	1963.401095	21.2	9.9	15.7	0	2.7	84
19630528	1963.403833	22.8	11.1	17.2	0.3	5	78
19630529	1963.406571	22.3	12.2	17	0	5.3	58
19630530	1963.409309	23.3	9.7	17.7	0	2.7	53
19630531	1963.412047	23.3	10.5	18	0	4	55
19630601	1963.414784	19.7	9.2	13.3	21.8	3.3	79
19630602	1963.417522	15.7	7.6	10.9	0	4	62
19630603	1963.42026	17.9	4.3	13	0	2.7	52
19630604	1963.422998	22.1	7.5	16.3	0	3.3	49
19630605	1963.425736	23.4	10.9	18.5	0	4	58
19630606	1963.428474	26.5	13.5	20.6	0	3.3	53
19630607	1963.431211	25.6	13.5	18	0	3.3	67
19630608	1963.433949	25.7	11.5	18.3	7.4	2	71
19630609	1963.436687	22.3	14	16.4	24.6	1.3	81
19630610	1963.439425	23.8	13	16.4	25.1	3	76
19630611	1963.442163	21.8	11.8	16.1	0.1	3	83
19630612	1963.444901	24.2	10.4	16.6	0	2.7	66
19630613	1963.447639	25.4	10.3	20.1	0	2	56
19630614	1963.450376	25.3	11.8	17.3	12.6	3.7	71
19630615	1963.453114	14.6	11	12	38.2	4	96
19630616	1963.455852	17.8	10.8	13.6	0	7.3	74
19630617	1963.45859	21.5	9.5	16.1	0.2	2	70
19630618	1963.461328	24.3	11.9	18.6	4.6	2.7	73
19630619	1963.464066	19.7	9.6	10.9	2.6	8.3	82
19630620	1963.466804	16.5	8.5	13.1	0.8	5.3	84
19630621	1963.469541	18.5	13.1	16.2	8.9	8	86
19630622	1963.472279	24.7	14.8	19.1	1.4	6	82
19630623	1963.475017	23.2	13.9	16.9	2.9	1	78
19630624	1963.477755	22.6	12.2	17.7	0	2.3	63
19630625	1963.480493	25.7	14.1	18	2.9	1.3	74
19630626	1963.483231	22.2	12.5	16.7	0.9	6.3	73
19630627	1963.485969	26.6	10.9	20.9	0	2	65
19630628	1963.488706	31.4	16	22.8	3.2	4	70
19630629	1963.491444	20.4	13.1	16.6	0	1.7	72
19630630	1963.494182	24.6	12.8	19.8	12.3	1.3	69
19630701	1963.49692	21.2	15.4	17.3	0	2	77
19630702	1963.499658	24	11.6	19	0	1.7	71
19630703	1963.502396	25.5	14.4	21.1	0	1.7	61
19630704	1963.505133	25.8	14.3	18	0.7	1	73
19630705	1963.507871	26.1	12.4	19.2	0.2	2.3	70
19630706	1963.510609	24.7	15.1	19.3	0.7	1.7	78
19630707	1963.513347	28.7	13.4	21	0	3	65
19630708	1963.516085	19.5	14	14.4	15.6	2.3	76
19630709	1963.518823	20.4	11	16	1.9	1.7	77
19630710	1963.521561	24.7	10.9	17.5	0	4	70
19630711	1963.524298	21.4	11.3	16.6	0.2	3.3	75
19630712	1963.527036	22.7	9.4	17.2	0	1.7	61
19630713	1963.529774	25.9	12.6	20.6	0.2	2	58
19630714	1963.532512	21.4	14.4	16.2	0	5.7	77
19630715	1963.53525	24.4	9.6	19.5	0	1.7	53
19630716	1963.537988	28.5	13.3	21.3	0	1.7	61
19630717	1963.540726	29.7	15.6	21.1	0.4	2.3	70
19630718	1963.543463	29	15.2	21.2	14.1	3	68
